epoch,wer,cer
0.0,0.10506329113924051,0.04517931998136935
0.0,0.10506329113924051,0.04517931998136935
1.0,0.1028832630098453,0.04274089701087701
2.0,0.09057665260196905,0.03859009835885915
3.0,0.09036568213783404,0.03820652620619743
